relation,topic,count,total,prop,count_global
Country Rice Per Man Daily,0,37,39,0.948718,61.0
"Country, For Bandages Yards",31,1,1,1.0,2.0
Counts,67,1,1,1.0,2.0
Counts Could Be Kept Down To Very Low Figures,0,1,1,1.0,1.0
Counts From The Day Of Being Struck Off Duty,21,1,1,1.0,1.0
Counts Were Consistently,0,1,1,1.0,1.0
Course,2,1,1,1.0,1.0
Course Duration,34,1,1,1.0,8.0
Course In Minor Sanitary Engineering,0,1,1,1.0,1.0
Course Of,0,1,1,1.0,1.0
Course Of Erection For,11,1,1,1.0,1.0
Course Of Instruction In First Aid Given By A Demonstrator Of Anatomy,2,1,1,1.0,1.0
Course Of Study Duration,38,1,1,1.0,1.0
Cous Membranes,3,1,1,1.0,1.0
"Cover A Vast Tract Of Country During The Season, Doing Long Marches",0,1,1,1.0,1.0
Cover Itself With A Patchwork Coat Of Scraps Of Sea-weed,0,1,1,1.0,1.0
Cover The Cost Of Maintenance,0,1,1,1.0,1.0
Covered By,0,163,225,0.724444,333.0
Covered By Horse Stallions,0,3,3,1.0,3.0
Covered By The Horse Stallions,0,1,1,1.0,1.0
Covered During The Past Two Years,0,6,6,1.0,6.0
Covered Over With Cloth,0,1,1,1.0,1.0
Covered Per Stallion Employed At Stud,111,4,4,1.0,5.0
Covered The Whole Country From,0,1,1,1.0,1.0
"Covered With A Light Yellowish Brown Fur, Moist, Tip And Edges Clean",29,1,1,1.0,1.0
"Covered With A Thin Layer Of Cartilage, Or Grizzle",80,1,1,1.0,1.0
Covered With A Thin Layer Of Peculiar Adhesive Secretion,0,1,1,1.0,1.0
Covered With About One Inch Thickness Of Cotton Also Bandaged Over Arm,6,2,2,1.0,2.0
Covered With Innumerable Small Papules,3,1,1,1.0,1.0
Covered With Properly Sifted Earth,0,1,1,1.0,1.0
Covered With Sand,0,1,1,1.0,1.0
Covered With Similar Circular Patches,6,4,4,1.0,4.0
"Covered With Snow During Winter, And Hence At This Season The Climate",17,1,1,1.0,1.0
Covered With Spines,0,1,1,1.0,2.0
Covered With Tartar,4,1,1,1.0,1.0
Covered With To Protect From Flies And Dust,23,1,1,1.0,1.0
Covering Nearly The Whole Of The Dorsum,20,1,1,1.0,1.0
"Covers The Dorsum Entirely ; Usually Marked, With Green Spots ; In",7,1,1,1.0,1.0
Covers Wide Area,0,1,1,1.0,1.0
Cow Milk Brought To,0,1,1,1.0,1.0
Craniotomy . . . . Cephalotripsy . . . Decapitation Of,32,1,1,1.0,2.0
Crawl To,24,1,1,1.0,1.0
Crawls Into,61,1,1,1.0,1.0
Create,94,3,5,0.6,6.0
Create Appetite,0,4,4,1.0,4.0
Created At Singheswar Fair By The Sudden Illness Of Two Elephants,48,1,1,1.0,1.0
Created By,0,1,1,1.0,3.0
Created Instead,51,1,1,1.0,1.0
Creates,0,11,11,1.0,15.0
Creates A Little Appetite,0,1,1,1.0,1.0
Creates A Vacuum And Consequent Draught,17,1,1,1.0,1.0
Creates An Excessive Desire For Food,0,1,1,1.0,1.0
Creates Appetite,0,10,11,0.909091,11.0
Creates Appetite And Alleviates Fatigue,0,1,1,1.0,1.0
Creates Appetite Subsequently,0,1,1,1.0,1.0
Creates Appetite To Some Extent,0,1,1,1.0,1.0
Creates Aridity,0,1,1,1.0,1.0
Creates Excessive Appetite In One Newly Using It,0,1,1,1.0,1.0
Creates Good Appetite And Acts As A Food-digestive,0,1,1,1.0,2.0
Creates Lust,0,1,1,1.0,1.0
Creates Temporary Vigour And Laughter,0,1,1,1.0,1.0
Creating An Inordinate Appetite By Means Of Which Those Who Take It,0,1,1,1.0,1.0
Creation Of Desire To Eat Greasy And Sweet Things,0,1,1,1.0,1.0
Credit For Treatment,8,1,1,1.0,1.0
Credit Of Finding A Practicable Situation For Examining The Camel S Pulse,20,1,1,1.0,1.0
Credited For Successful Results,20,2,2,1.0,2.0
Credited With,32,30,35,0.857143,38.0
Credited With A Large Proportion Of Cases,1,1,1,1.0,1.0
Credited With Nearly Two-thirds Of The Cases Treated,1,1,1,1.0,1.0
Creep Up The Hill Towards,0,2,2,1.0,2.0
Crescents,0,1,1,1.0,1.0
Crew Should Be Brought On Shore For Inspection,42,1,1,1.0,1.0
Crime,1,1,1,1.0,1.0
Criminal,2,2,3,0.666667,3.0
Criminal Patients,9,1,1,1.0,1.0
Crippled By The Presence Of,0,1,1,1.0,1.0
Criticised By The Examiners,0,1,1,1.0,1.0
Criticism Of,0,1,1,1.0,1.0
Criticisms,0,1,1,1.0,1.0
Criticized For Neglect,0,3,3,1.0,3.0
Cross Section Of The Metacarpus Showing A Superabundance Of Young Haversian Canals,80,1,1,1.0,
Cross With,0,1,2,0.5,2.0
Crossed By,5,1,1,1.0,2.0
Crossed Into The Thalner Or Seerpoor Talooka,109,1,1,1.0,1.0
Crossed To,0,1,1,1.0,1.0
Crossed With Various Merinos,16,1,1,1.0,1.0
Crosses With Rambouillet And Electoral Merinos,16,1,1,1.0,1.0
Crossing,63,1,1,1.0,1.0
Crossing Deshi Cows With Tharparkar Bulls,0,1,1,1.0,1.0
"Crossing The Frontier, And Thence Invading",0,4,4,1.0,4.0
Crossing With,0,1,1,1.0,2.0
Crossing With The Pure Merino,16,1,1,1.0,1.0
Crown Bark,0,1,1,1.0,1.0
Crude Fibre,0,1,1,1.0,1.0
Crude Fibre Of Green Kans Is As High As Per Cent,0,1,1,1.0,1.0
"Crude Protein, Ether Extract And Total Carbohydrates Are And Respectively",0,3,3,1.0,3.0
Cruelly Treated,0,1,1,1.0,1.0
Crushed And Soaked In Water With Wheat Bran And Salt For About,0,1,1,1.0,1.0
Crushed In Transmission Through The Post,0,1,1,1.0,1.0
Crushed Into A Paste,0,1,1,1.0,1.0
Crying And Refusing Food,1,1,1,1.0,1.0
Crystal Violet Stained Showing,0,92,124,0.741935,199.0
Crystalline Lens And Vitreous Humour Of Each Organ Present A Perfectly Transparent,3,1,1,1.0,
Cuddapah,0,1,1,1.0,1.0
Culled On Account Of Poor Production,0,1,1,1.0,1.0
Culminated,0,1,1,1.0,1.0
Culminated In,0,1,1,1.0,4.0
Culminated In Bad Attack Of Black-water Fever,0,1,1,1.0,1.0
Culminating In,0,1,3,0.333333,4.0
Culminating In A Total Falling Off Of Operations,0,1,1,1.0,1.0
Culminating In The District Generally With Fatal Cases,0,1,1,1.0,1.0
Cultivated By Rotation In The College Compound,0,20,20,1.0,21.0
Cultivated For Its Fibre And Seeds,0,1,1,1.0,1.0
"Cultivated From A Great Variety Of Sources, Fæces, Both Dysenteric And Healthy",0,1,1,1.0,1.0
Cultivated In Ground Near A Tank Or Running Stream,114,1,1,1.0,1.0
Cultivated Only For Its Fibre,0,1,1,1.0,1.0
Cultivation And Treatment By Means Of A Vaccine Prepared From The Cultivations,0,11,20,0.55,80.0
Cultivation Has Been Stopped,0,1,1,1.0,1.0
Cultivation Of Hemp For The Production Of,0,1,1,1.0,1.0
Cultivation Of The Above Hemp In Mysore Is Forbidden Except Under A,0,1,1,1.0,1.0
Cultivation Should Be Stopped,0,1,1,1.0,1.0
Culture In,0,132,166,0.795181,262.0
Cured By A Long Course Of,80,1,1,1.0,1.0
Current From The Bay Was Weak During This Month,13,1,1,1.0,1.0
Curve Is On A Lower Level Than That Of Bhagalpur,0,1,1,1.0,1.0
"Curve, There Is The Usual Low Success Rate In The Summer And",0,1,1,1.0,1.0
Cusp-bearing Discs,0,1,1,1.0,1.0
Cut A Fresh And Tender Stem Into Small Pieces,95,1,1,1.0,1.0
Cut And Collected On A Threshing Floor,0,1,1,1.0,1.0
Cut And Gathered And Kept For Use,0,1,1,1.0,1.0
Cut And Pressure Fell To,0,1,1,1.0,1.0
Cut At Early Stage At In,0,17,47,0.361702,68.0
Cut At Full Bloom Stage,0,1,1,1.0,1.0
Cut At Initial Bloom Stage,0,1,1,1.0,1.0
Cut Down Upon It With A Lancet And Passed A Probe Underneath,0,1,1,1.0,1.0
"Cut Into, The Surface Had A Marbled Appearance",3,1,1,1.0,1.0
Cut Short The Spread Of Infection In,0,1,1,1.0,1.0
"Cuticular Portion Healthy, The Villous Portion Is Normal In Colour, And Presents",105,22,57,0.385965,97.0
"Cuticular Portion Healthy, Villous-portion Presented A Spiroptera Tumor Of Some Size Near",3,1,1,1.0,
"Cuts Easily And Smoothly, Being Somewhat Soft In Texture",0,1,1,1.0,1.0
Cuts His Coal From Great Thick Seams,0,1,1,1.0,1.0
Cuttack And Puri,27,2,2,1.0,2.0
Cuttack To Dullunda,0,20,39,0.512821,77.0
Cycle In The Tick,0,21,42,0.5,70.0
Cyclone Visited Madras And Its Neighbourhood On The Th May,13,1,1,1.0,1.0
Cyllin To Gallons Of Water Will Make A Disinfectant Equivalent To,0,1,1,1.0,1.0
Cyllin To Gallons Of Water Will Make Disinfectant Solution Equivalent In Strength,0,1,1,1.0,
Cyprus,0,1,1,1.0,1.0
Cystic Degeneration Of,32,1,1,1.0,1.0
D. D. Andre,0,1,1,1.0,1.0
DUE TO,0,76,100,0.76,179.0
DUE TO THE FACT THAT,0,104,193,0.53886,359.0
Dacca Mental Hospital To Kanke (ranchi,51,1,1,1.0,1.0
Daily And At The Same Time Thoroughly Swept,6,1,1,1.0,1.0
Daily Average Sick In Hospital,0,1,1,1.0,1.0
Daily For Days At,65,1,1,1.0,1.0
Daily Present Himself With His Passport At The Appointed Time Before The,42,2,2,1.0,2.0
Daily Rates Of Duty On Sale Laid Down In Section II Of,33,1,1,1.0,1.0
Daily Removal,0,1,1,1.0,1.0
Daily Washing And Cleaning With An Antiseptic Lotion,0,1,1,1.0,1.0
Dairy Cattle,20,1,1,1.0,1.0
Dairy Herd Inspected Twice,0,1,1,1.0,1.0
Dam S Fourth Record Actual .exp,0,1,1,1.0,
Damage Hide Industry,0,1,1,1.0,1.0
Damaged By Floods,0,1,1,1.0,1.0
Damp From,10,1,1,1.0,1.0
Damper,13,1,1,1.0,1.0
Danger In Placing Infectious Or Contagious Diseases In Crowded Parts Of Any,0,1,1,1.0,1.0
Danger Of,0,1,1,1.0,1.0
Dangerous To Life,42,2,3,0.666667,3.0
Dark Purple,5,1,1,1.0,1.0
Darkening Of The Skin Is Not At All Common,10,1,1,1.0,1.0
Darkly Pigmented,4,1,1,1.0,1.0
Darting,7,1,1,1.0,1.0
Date Before Changes In Staff,0,1,1,1.0,1.0
Date Of,18,1,1,1.0,5.0
Date Of 1st Test Insufflation,5,1,1,1.0,
Date Of 2nd Test Insufflation,5,1,1,1.0,1.0
Date Of Collection,0,1,1,1.0,1.0
Date Of Inoculation,0,455,553,0.822785,1099.0
Date Of Insufflation,5,6,6,1.0,6.0
Date Of Re-capture,2,1,1,1.0,1.0
Date Of Reinoculation,5,1,1,1.0,1.0
Date Of Remaining Under Treatment,1,1,1,1.0,1.0
Date Of Report,17,1,1,1.0,1.0
Date Of Writing,18,1,1,1.0,1.0
Dated,0,15,22,0.681818,26.0
Dated Back To,0,1,1,1.0,1.0
Dated The,16,1,2,0.5,3.0
Daughters,0,1,1,1.0,1.0
Day,34,1,1,1.0,3.0
Day Of Attack When They Go To The Goddess And Perform Ceremonies,0,1,1,1.0,1.0
Deaden Intellect,0,1,1,1.0,1.0
Deaden The Intellect,0,1,1,1.0,2.0
Deadens Intellect And Produces Insanity,0,1,1,1.0,1.0
"Deadens Intellect By Prolonged Use And Produces Insanity, Acting As An Exciting",0,1,1,1.0,1.0
Deadens Intellect Or Produces Insanity,0,1,1,1.0,1.0
Deadens The Appetite And Tends To Produce Loss Of Digestive Powers,0,1,1,1.0,1.0
"Deadens The Feelings Of Shame, Humanity And Fear",0,1,1,1.0,1.0
Deadens The Intellect,0,4,4,1.0,5.0
Deadens The Intellect And Is A Potent Cause Of Insanity,0,1,1,1.0,1.0
Deadens The Sensations Of Hunger,0,1,1,1.0,1.0
"Deadens Their Intellects, And For Want Of Self Control, Induces Them To",36,1,1,1.0,1.0
Dealing With,0,5,13,0.384615,15.0
Dealing With Cases Of Actual Or Suspected,0,1,1,1.0,1.0
Deals Thoroughly With This Subject,48,1,1,1.0,1.0
Deals With,0,9,10,0.9,17.0
Deals With Fodder Daily,0,1,1,1.0,1.0
Dealt With,0,7,11,0.636364,18.0
Dealt With By,0,1,2,0.5,4.0
Dealt With By The Staff,0,1,1,1.0,2.0
Dealt With In Special Reports On Horse And Cattle Fairs,0,1,1,1.0,1.0
Dealt With Precisely,24,1,1,1.0,1.0
Dealt With Promptly By Establishment Of Station,5,1,1,1.0,1.0
Dealt With Rather Well And Extensively,0,1,1,1.0,1.0
Death Due To Enormous Numbers Of Nematodes,0,1,1,1.0,1.0
Death If Less Quickly Not Less Surely Than An Equine Infected With,24,1,1,1.0,1.0
Death Occurred In Hospital,0,1,1,1.0,1.0
Death Of One,0,1,1,1.0,1.0
"Death Rate Is Minimum In June And July, And Also In August",0,1,1,1.0,1.0
Death Rate May Be Lower Due To More Selected Lives,30,1,1,1.0,1.0
Death Rate Was Small In Proportion To The Usual Death-rate From,0,1,1,1.0,1.0
Death Ratio Was Identical To,26,1,1,1.0,1.0
Death Robbed The Province Of Those Of,0,85,133,0.639098,220.0
Death Takes Place Rapidly,20,1,1,1.0,1.0
Death-rate From This Cause In Towns Was Only .per Mille As,0,1,1,1.0,
Death-rate From This Disease Was Highest In The District Of,7,1,1,1.0,1.0
Death-rate Per Of Population For Each District,7,1,1,1.0,1.0
Death-rate Per Of Strength,0,1,1,1.0,1.0
Death-rate To Strength Of The Force,0,1,1,1.0,1.0
"Death-rate Was Per Mille, As Against In",0,1,1,1.0,1.0
Death-rates And Sick-rates,144,1,1,1.0,1.0
Deathrate Per Of Strength,0,1,1,1.0,2.0
Deaths Among Those Not Inoculated,0,1,1,1.0,1.0
Deaths Being Excluded,0,1,1,1.0,1.0
Deaths From By Months In The Lower Bengal Division Of The Bengal,0,1,1,1.0,1.0
"Deaths From This Disease Were Reported From Districts, But The Majority Occurred",0,1,1,1.0,1.0
Deaths In The Th Lancers,38,1,1,1.0,1.0
Deaths Occur In Hospital,0,1,1,1.0,1.0
Deaths Occurred In Hospital,0,1,1,1.0,4.0
Deaths Took Place In The City Of Bombay From,0,1,1,1.0,1.0
Deaths Were Reported From This Disease In Karachi,0,1,1,1.0,1.0
Deaths Were Reported In Karauli City During September And October,0,1,1,1.0,1.0
Deaths Were Reported In Sagwara Town During June And July,0,1,1,1.0,1.0
Debarred From Receipt Of Any Prizes,1,1,1,1.0,1.0
Debilitated From,10,1,1,1.0,1.0
Debilitates The Host To The Extreme And Makes It Useless For Any,22,1,1,1.0,1.0
Debited To,0,1,1,1.0,1.0
Decay Of The Epidemic In,0,1,1,1.0,1.0
Decide Rations,0,2,2,1.0,2.0
Decided Failure On The Khandesh Farm,0,1,1,1.0,1.0
Decided That The Establishment Of Depo Ts For The Preparation Of Lymph,0,1,1,1.0,1.0
Decided That The Whole Of,0,1,1,1.0,1.0
Decided To Give Serious Attention,0,1,1,1.0,1.0
Decidedly Dilated,0,1,1,1.0,1.0
Decides In Favour Of,25,1,1,1.0,1.0
Decides Rations To Be Issued,0,1,1,1.0,1.0
Declare Upon Oath,0,2,2,1.0,2.0
Declared,0,3,3,1.0,3.0
Declared By,2,1,1,1.0,1.0
Declared Condition As Form Of,0,1,1,1.0,1.0
Declared Epidemic In Karachi Towards The End Of December,0,1,1,1.0,1.0
Declared Full Of,19,1,1,1.0,1.0
Declared Itself,10,1,1,1.0,1.0
Declared That They Were Undoubtedly What He Called,0,1,1,1.0,1.0
Declared To Have Recovered But Detained In The Hospital Pending His Final,2,1,1,1.0,1.0
Decline From To Per Minute With The Onset Of The Monsoon,28,1,1,1.0,1.0
Decline In The Average Acidity,0,1,1,1.0,1.0
Decline Of,9,1,1,1.0,1.0
Declined,0,5,7,0.714286,13.0
Declined After The Middle Of May,0,1,1,1.0,1.0
Declined Almost As Rapidly As It Had Risen,0,1,1,1.0,1.0
Declined By About Per Cent More In The Summer Than In The,24,1,1,1.0,1.0
Declined By Only,24,1,1,1.0,1.0
Declined From,9,1,1,1.0,4.0
Declined From To,69,2,2,1.0,2.0
"Declined In May, And Re-appeared, But In A Milder Form, In October",0,1,1,1.0,1.0
Declined Rapidly,24,1,1,1.0,1.0
Declined To,0,1,2,0.5,3.0
Declines At An Ever Increasing Rate As Age Increases,0,1,1,1.0,1.0
Declines Till September,0,1,1,1.0,1.0
Declivity On Both Sides Is Towards,0,1,1,1.0,1.0
Decomposed In Each Jar Is Very Small,0,1,1,1.0,1.0
Decomposed With Acid To Produce Hydrocyanic Acid Gas,0,1,1,1.0,1.0
Decrease,0,210,302,0.695364,777.0
Decrease Acidity,0,1,1,1.0,1.0
Decrease Amongst The Soldiers Is Satisfactory,8,1,1,1.0,1.0
Decrease Due To Absence Of Permanent Deputy Sanitary Commissioner,0,1,1,1.0,1.0
"Decrease Due To One Species Of Biting Fly, Lyperosia Exigua",0,1,1,1.0,1.0
Decrease From Last Year,13,1,1,1.0,2.0
Decrease From Previous Year,0,1,1,1.0,2.0
Decrease In Acidity Was,0,1,1,1.0,1.0
Decrease In Amount Of Disease,0,1,1,1.0,1.0
Decrease In Cash Paid Into The Treasury Is Due To,51,1,1,1.0,1.0
Decrease In Cost Of Each Successful Case,69,3,3,1.0,3.0
Decrease In Cost Of Each Successful Operation From,69,2,2,1.0,2.0
Decrease In Districts,0,3,3,1.0,5.0
Decrease In Dysentery In This Community,0,1,1,1.0,1.0
Decrease In Number Due To,0,1,1,1.0,1.0
Decrease In Number Of Cases Treated Due To Smaller Number Of Outbreaks,0,1,1,1.0,1.0
Decrease In Numbers Of In-door Treated Has Been,11,1,1,1.0,1.0
Decrease In Out-door Treated,11,1,1,1.0,1.0
Decrease In Outbreaks Of Disease,58,1,1,1.0,1.0
Decrease In Prevalence Of,0,1,1,1.0,1.0
Decrease In Proportion As The Distance Increased From The Seaboard,13,1,1,1.0,1.0
Decrease In Size,105,1,1,1.0,1.0
"Decrease In Size, Ulcerate, And Then Subside Or Heal Up",54,1,1,1.0,1.0
Decrease In Success Rate Due To,0,1,1,1.0,1.0
Decrease In The Amount Of Urine Passed When The Quantity Was Lessened,0,1,1,1.0,1.0
Decrease In The First Four Districts Was Due To The Prevalence Of,0,1,1,1.0,1.0
Decrease In The Non-contagious Cases Treated And Castrations Performed Is Chiefly Due,0,1,1,1.0,
Decrease In The Number Of Admissions For Secondary Syphilis,40,1,1,1.0,1.0
Decrease In The Number Of Patients,0,1,1,1.0,1.0
Decrease In Total Protein,0,1,1,1.0,1.0
Decrease In Treatment Due To Increase Of Outbreaks,0,1,1,1.0,1.0
Decrease In Treatment Due To Less Prevalence Of,0,1,1,1.0,1.0
Decrease In Use,0,1,1,1.0,1.0
Decrease Is Attributed To The Prevalence Of,0,1,1,1.0,1.0
Decrease Is Due Chiefly To The Illness Of The Medical Officer Of,0,1,1,1.0,1.0
Decrease Is Owing To A Reduction In,0,1,1,1.0,1.0
Decrease Is To Be Observed In,11,3,3,1.0,3.0
"Decrease Occurred In The Cost Of Bazaar Medicines Only, And Increase Under",11,1,1,1.0,1.0
Decrease Of Anæsthesia,6,1,1,1.0,1.0
"Decrease Of Disease, As The Year Advanced",0,1,1,1.0,1.0
Decrease Of Nine,2,1,1,1.0,1.0
Decrease Of Rs,0,1,1,1.0,7.0
Decrease Of Rs. Under The Head,0,1,1,1.0,1.0
Decrease Of Sickness In The Year Was Due Principally To The Improved,0,1,1,1.0,1.0
Decrease The Quantity Of,0,1,1,1.0,1.0
Decrease With Excessive Use Of,0,1,1,1.0,1.0
Decrease With The Decrease In The Salt Intake,0,1,1,1.0,1.0
Decreased,0,17,34,0.5,66.0
Decreased Among Females,0,1,1,1.0,1.0
Decreased Amongst The Registered Women As Well As Amongst The Soldiers,0,1,1,1.0,1.0
Decreased Amount Of Dal Leads To Decrease In Salt Present,0,1,1,1.0,1.0
Decreased By One-sixth,0,1,1,1.0,1.0
Decreased By Per Cent,16,1,1,1.0,3.0
Decreased By The Substitution Of A Diet Of This Type For That,0,1,1,1.0,1.0
Decreased Considerably Corresponding To The Rise Of Blood Pressure,3,1,1,1.0,1.0
Decreased Consumption Is Satisfactory,0,1,1,1.0,1.0
Decreased Cost Compared To Previous Year,0,1,1,1.0,1.0
Decreased Due To High Infant Mortality,0,1,1,1.0,1.0
Decreased Due To Low Birth Rate,0,1,1,1.0,1.0
Decreased Due To Low Birth-rate,0,1,1,1.0,1.0
Decreased During The Period Of Incubation,0,1,1,1.0,1.0
Decreased From The Commencement Of The Year Up To The End,0,1,1,1.0,1.0
Decreased From The First To The Eighth Lactation,0,1,1,1.0,1.0
Decreased From To,0,1,2,0.5,5.0
"Decreased Gradually In May, Disappearing Altogether In June",0,1,1,1.0,1.0
Decreased In,0,2,4,0.5,18.0
Decreased In Size,22,1,1,1.0,2.0
Decreased More Remarkably In The Case Of Buffaloes And Shorthorns Than Egyptian,28,2,2,1.0,2.0
Decreased Slightly,0,1,1,1.0,2.0
Decreased Somewhat,8,1,1,1.0,2.0
"Decreased The Contents Of Protein, Phosphoric Acid And Potash",0,1,1,1.0,1.0
Decreased The Percentage Of Contaminations From,0,1,1,1.0,1.0
Decreased The Retention Of,0,3,3,1.0,3.0
Decreased Under Full Doses Of Ipecacuanha,0,2,2,1.0,2.0
Decreased With The Onset Of The Hot Weather,24,1,1,1.0,1.0
Decreases Considerably With The Approach Of Winter And Dry Conditions,0,1,1,1.0,1.0
Decreases Fertility,0,1,1,1.0,1.0
Decreases Specific Gravity,0,1,1,1.0,1.0
Decreases Their Value,0,1,2,0.5,2.0
Decreases Toxicity Of,0,1,1,1.0,1.0
Decreases With Age,0,1,1,1.0,1.0
Decreasing,0,2,2,1.0,4.0
Decreasing; I Believe Owing To Introduction Of Cheap Liquor From Europe,0,1,1,1.0,1.0
Deduct Unknown,41,1,1,1.0,2.0
Deducting Item,2,1,1,1.0,1.0
Deemed Objectionable By,16,1,1,1.0,1.0
Deep And Laboured,15,1,1,1.0,1.0
Deeply Lobed,4,2,2,1.0,2.0
Deeply Pigmented,3,1,1,1.0,1.0
Defect Develops Upon Basis Of Weak Point In Personality Make Up,1,1,1,1.0,1.0
"Defect Was Greater, More Especially In The Dhaka And Chittagong Divisions, Where",13,1,1,1.0,1.0
Defective,0,2,3,0.666667,7.0
Defective Both In Construction And Material,0,1,1,1.0,1.0
Defective Due To,0,1,1,1.0,1.0
Defects In Dietary Which Have Been Demonstrated Should Receive Attention,0,1,1,1.0,1.0
Defi - C I E N T I N A P R,13,1,1,1.0,1.0
"Deficiency In A Sheep S Diet Results In A Lighter Fleece, Of",16,1,1,1.0,1.0
Deficiency In Diet,0,1,1,1.0,1.0
Deficient In Girth Measurements,0,1,1,1.0,1.0
Deficient In Mental Control And Of Weakened Intellect Are More Prone Than,0,1,1,1.0,1.0
Deficient Self-control And Weakened Intellect,43,1,1,1.0,1.0
Deficit Of In Primary Successes,78,1,1,1.0,1.0
Defines,1,2,3,0.666667,3.0
Definitely Better Results Were Got Than Those Obtained Last Year,0,1,1,1.0,1.0
Definitely Failed When Given Intravenously,0,1,1,1.0,1.0
Definitely Found,0,1,1,1.0,1.0
Definitely Lower During The Treated Straw Feeding Period,0,1,1,1.0,1.0
Degenerate And Become Fewer,0,1,1,1.0,1.0
Degeneration Of Posterior Columns Of,77,1,1,1.0,1.0
"Degenerative Changes In The Kidney, Liver, Suprarenals, Heart, Muscle And Nervous System",0,1,1,1.0,
Degenerative Changes Take Place In The Seminiferous Tissue Of The Testes In,0,1,1,1.0,1.0
Degree Of,0,1,1,1.0,1.0
Degree Of Protection Afforded By,0,149,215,0.693023,470.0
Degree Of Reaction,0,2,2,1.0,2.0
Delayed,0,1,1,1.0,1.0
Delayed Action Of Various Purgative Drugs In,48,1,1,1.0,1.0
Delayed Till,46,1,1,1.0,1.0
Delays,15,1,1,1.0,1.0
Delays Or Completely Prevents,15,1,1,1.0,1.0
Delegating To Local Governments Powers Under The Epidemic Diseases Act,0,1,1,1.0,1.0
Deleterious,0,1,1,1.0,1.0
Delhi To Umballa,119,1,1,1.0,1.0
"Delhi, Via Ulwar (reached January Th); Bhurtpore (reached February 5th); Dholpur (reached",39,1,1,1.0,
Delineation Very Trying To The Patience,0,1,1,1.0,1.0
Deliver Liis Passport To The Passport-examining Officer,42,1,1,1.0,1.0
Deliver Straight From The Tub Without Passing Through,0,1,1,1.0,1.0
Deliver Up His Passport To The Local Authority Of The Place Where,42,1,1,1.0,2.0
Delivered A Magic Lantern Lecture At,0,1,1,1.0,1.0
