relation,topic,count,total,prop
Case Of Brucellosis (aboratus Fever,0,1,1,1.0
Case Of Equine Surra Resulting In Death Was Reported From,88,1,1,1.0
Case Of Erysipelas,0,1,1,1.0
Case Of Guinea-worm Was Admitted In November,0,1,1,1.0
Case Success Rate Is Below Per Cent,121,1,1,1.0
Case Was Removed To Hospital And Died,1,1,1,1.0
Case Was Reported,0,1,1,1.0
Cases Admitted For Foot-bite Were Comparatively Small,1,1,1,1.0
Cases Appeared When It Was To Be Turned Into A Hospital Camp,1,1,1,1.0
Cases Are Excluded,47,1,1,1.0
"Cases At Jubbulpore, None At Nagpur",15,1,1,1.0
Cases Died In Bannu,0,1,1,1.0
Cases Discharged Cured In But None In,0,1,1,1.0
Cases Fell Down To And Deaths Went Up To,61,1,1,1.0
Cases Fell Off By,34,1,1,1.0
Cases Greater During The Year As Compared With The Past Three Years,0,1,1,1.0
Cases Have Increased To A Small Extent,11,1,1,1.0
Cases In The St N. I,121,1,1,1.0
Cases Involving Danger Which Could Be Attributed To Climate,81,1,1,1.0
Cases Not To Be Returned As Discharged Until All Symptoms Of The,0,1,1,1.0
Cases Occurred Among The Sepoys; They All Did Well,0,1,1,1.0
Cases Occurred In The Napier Quarter From The Th Of January,1,1,1,1.0
Cases Occurrence Does Not Revoke Pass For Working In Fields,80,1,1,1.0
Cases Of,0,74,222,0.333333
Cases Of,1,38,222,0.171171
Cases Of,3,17,222,0.076577
Cases Of,4,9,222,0.040541
Cases Of,6,2,222,0.009009
Cases Of,7,1,222,0.004505
Cases Of,10,2,222,0.009009
Cases Of,11,1,222,0.004505
Cases Of,13,4,222,0.018018
Cases Of,14,1,222,0.004505
Cases Of,15,8,222,0.036036
Cases Of,17,2,222,0.009009
Cases Of,18,1,222,0.004505
Cases Of,21,1,222,0.004505
Cases Of,22,6,222,0.027027
Cases Of,23,1,222,0.004505
Cases Of,26,2,222,0.009009
Cases Of,28,2,222,0.009009
Cases Of,31,2,222,0.009009
Cases Of,34,2,222,0.009009
Cases Of,35,1,222,0.004505
Cases Of,36,1,222,0.004505
Cases Of,39,1,222,0.004505
Cases Of,40,2,222,0.009009
Cases Of,43,1,222,0.004505
Cases Of,47,5,222,0.022523
Cases Of,48,1,222,0.004505
Cases Of,50,1,222,0.004505
Cases Of,51,1,222,0.004505
Cases Of,52,3,222,0.013514
Cases Of,59,2,222,0.009009
Cases Of,60,1,222,0.004505
Cases Of,61,2,222,0.009009
Cases Of,65,1,222,0.004505
Cases Of,70,4,222,0.018018
Cases Of,71,1,222,0.004505
Cases Of,73,1,222,0.004505
Cases Of,77,1,222,0.004505
Cases Of,81,2,222,0.009009
Cases Of,87,3,222,0.013514
Cases Of,88,2,222,0.009009
Cases Of,93,1,222,0.004505
Cases Of,95,1,222,0.004505
Cases Of,96,1,222,0.004505
Cases Of,107,1,222,0.004505
Cases Of,145,1,222,0.004505
Cases Of,155,2,222,0.009009
Cases Of,176,1,222,0.004505
Cases Of,186,1,222,0.004505
Cases Of Acute Mania Remained At The End Of The Year,15,1,1,1.0
Cases Of Epizootic Lymphangitis,0,1,1,1.0
"Cases Of Erysipelas, Three Of Which Occurred In Cases Of Scrotal Tumour",0,1,1,1.0
Cases Of Flatulency,77,1,1,1.0
Cases Of Idiocy,15,1,1,1.0
"Cases Of Leucorrhœa, A Comparatively Harmless Disease",12,1,1,1.0
Cases Of Non-contagious Diseases Treated,0,1,1,1.0
Cases Of Piroplasmosis Reported,0,1,1,1.0
Cases On Admission Gave Very Little Grounds For Hope,0,1,1,1.0
Cases Removed From The Vessel Must Be Isolated,1,1,1,1.0
Cases Reported In Sukkur,1,1,1,1.0
Cases Suspected Of Suffering From,11,1,1,1.0
Cases Treated With One Death From,61,1,1,1.0
Cases Were Admitted During The Year,0,1,1,1.0
Cases Were An Aggravated Type,12,1,1,1.0
Cases Were Classed And Dealt With As Suspicious,1,1,1,1.0
Cases Were Confirmed From The Sheikhupura District Only,87,1,1,1.0
Cases Were More Virulent And Malignant Than In,1,1,1,1.0
Cases Were Under Treatment On Board Of Ship And At Bassadore. Deaths,4,1,1,1.0
Cases Where Proper Segregation And Treatment Can Be Carried Out On The,1,1,1,1.0
Cash Account,81,1,1,1.0
Cash Paid Into The Treasury For Articles Sold,20,1,1,1.0
Casl,11,1,1,1.0
Cast Off,0,1,1,1.0
Cast Off From,0,1,1,1.0
Cast Upon Them,1,1,1,1.0
Castrated,0,133,157,0.847134
Castrated,3,1,157,0.006369
Castrated,13,3,157,0.019108
Castrated,20,1,157,0.006369
Castrated,34,8,157,0.050955
Castrated,82,1,157,0.006369
Castrated,83,1,157,0.006369
Castrated,103,1,157,0.006369
Castrated,142,7,157,0.044586
Castrated,143,1,157,0.006369
Castrated Animals And Treated Cases In The Villages Around,1,1,1,1.0
Castrated In Addition To Colts,82,1,1,1.0
Casualties During The Year,0,263,499,0.527054
Casualties During The Year,1,16,499,0.032064
Casualties During The Year,2,1,499,0.002004
Casualties During The Year,3,43,499,0.086172
Casualties During The Year,4,13,499,0.026052
Casualties During The Year,5,9,499,0.018036
Casualties During The Year,6,3,499,0.006012
Casualties During The Year,7,2,499,0.004008
Casualties During The Year,8,2,499,0.004008
Casualties During The Year,9,7,499,0.014028
Casualties During The Year,10,7,499,0.014028
Casualties During The Year,12,3,499,0.006012
Casualties During The Year,13,6,499,0.012024
Casualties During The Year,15,2,499,0.004008
Casualties During The Year,16,1,499,0.002004
Casualties During The Year,17,2,499,0.004008
Casualties During The Year,18,2,499,0.004008
Casualties During The Year,19,4,499,0.008016
Casualties During The Year,22,3,499,0.006012
Casualties During The Year,23,1,499,0.002004
Casualties During The Year,27,1,499,0.002004
Casualties During The Year,28,8,499,0.016032
Casualties During The Year,30,3,499,0.006012
Casualties During The Year,32,1,499,0.002004
Casualties During The Year,34,1,499,0.002004
Casualties During The Year,36,2,499,0.004008
Casualties During The Year,37,1,499,0.002004
Casualties During The Year,44,3,499,0.006012
Casualties During The Year,46,1,499,0.002004
Casualties During The Year,48,3,499,0.006012
Casualties During The Year,50,1,499,0.002004
Casualties During The Year,52,9,499,0.018036
Casualties During The Year,61,4,499,0.008016
Casualties During The Year,64,2,499,0.004008
Casualties During The Year,65,4,499,0.008016
Casualties During The Year,66,4,499,0.008016
Casualties During The Year,68,1,499,0.002004
Casualties During The Year,70,1,499,0.002004
Casualties During The Year,78,2,499,0.004008
Casualties During The Year,79,1,499,0.002004
Casualties During The Year,81,1,499,0.002004
Casualties During The Year,84,1,499,0.002004
Casualties During The Year,85,1,499,0.002004
Casualties During The Year,87,8,499,0.016032
Casualties During The Year,88,1,499,0.002004
Casualties During The Year,89,1,499,0.002004
Casualties During The Year,96,1,499,0.002004
Casualties During The Year,101,1,499,0.002004
Casualties During The Year,102,1,499,0.002004
Casualties During The Year,104,2,499,0.004008
Casualties During The Year,108,1,499,0.002004
Casualties During The Year,109,2,499,0.004008
Casualties During The Year,113,1,499,0.002004
Casualties During The Year,114,2,499,0.004008
Casualties During The Year,115,4,499,0.008016
Casualties During The Year,117,1,499,0.002004
Casualties During The Year,120,1,499,0.002004
Casualties During The Year,125,1,499,0.002004
Casualties During The Year,140,2,499,0.004008
Casualties During The Year,143,1,499,0.002004
Casualties During The Year,147,2,499,0.004008
Casualties During The Year,149,2,499,0.004008
Casualties During The Year,176,18,499,0.036072
"Casualty Return Of W. Os., N. C. Os, And Men",3,1,1,1.0
Casualty Roll Of Donkey Stallions,0,132,138,0.956522
Casualty Roll Of Donkey Stallions,11,6,138,0.043478
Cat S . . . C. C. Days .,6,1,1,1.0
"Catch Was Made Of N. Fuliginosus, N. Stephensi And M. Culicifacies On",0,1,1,1.0
Catches,63,1,1,1.0
Catching,0,1,1,1.0
Category,18,5,7,0.714286
Category,144,2,7,0.285714
Category To Which The Institution Belongs,11,3,8,0.375
Category To Which The Institution Belongs,13,3,8,0.375
Category To Which The Institution Belongs,18,2,8,0.25
Cattle By Castration Of Scrub Bulls,0,1,1,1.0
Cattle Does Not Appear To Influence The Sedimentation Rate,0,1,1,1.0
Cattle Fairs And Shows,0,1,1,1.0
Caught As He Was Being Placed In,1,1,1,1.0
Caught At,0,3,5,0.6
Caught At,6,1,5,0.2
Caught At,141,1,5,0.2
Caught From,103,2,3,0.666667
Caught From,126,1,3,0.333333
Caught Here Were Found To Be Regularly Infective To Monkeys,157,1,1,1.0
Caught In,83,2,2,1.0
Caught It,11,2,2,1.0
Caught On,0,1,1,1.0
Caught Stealing Some Cooked Food From A House,13,1,1,1.0
Caught The Disease On The 1st March,1,1,1,1.0
Causal Growth...discovered Simultaneously By A Worker At The Imperial Institute Of Veterinary,0,1,1,1.0
Causal Organism Of,0,1,1,1.0
Causative Organism,26,1,1,1.0
Cause (alleged,0,403,1124,0.358541
Cause (alleged,1,74,1124,0.065836
Cause (alleged,2,99,1124,0.088078
Cause (alleged,3,10,1124,0.008897
Cause (alleged,4,14,1124,0.012456
Cause (alleged,5,2,1124,0.001779
Cause (alleged,6,10,1124,0.008897
Cause (alleged,7,10,1124,0.008897
Cause (alleged,8,1,1124,0.00089
Cause (alleged,9,3,1124,0.002669
Cause (alleged,10,6,1124,0.005338
Cause (alleged,11,1,1124,0.00089
Cause (alleged,14,42,1124,0.037367
Cause (alleged,15,70,1124,0.062278
Cause (alleged,16,10,1124,0.008897
Cause (alleged,17,5,1124,0.004448
Cause (alleged,18,4,1124,0.003559
Cause (alleged,19,4,1124,0.003559
Cause (alleged,22,20,1124,0.017794
Cause (alleged,23,40,1124,0.035587
Cause (alleged,24,1,1124,0.00089
Cause (alleged,26,1,1124,0.00089
Cause (alleged,29,85,1124,0.075623
Cause (alleged,31,1,1124,0.00089
Cause (alleged,32,23,1124,0.020463
Cause (alleged,33,1,1124,0.00089
Cause (alleged,34,1,1124,0.00089
Cause (alleged,35,34,1124,0.030249
Cause (alleged,38,3,1124,0.002669
Cause (alleged,39,3,1124,0.002669
Cause (alleged,41,1,1124,0.00089
Cause (alleged,42,3,1124,0.002669
Cause (alleged,43,1,1124,0.00089
Cause (alleged,44,2,1124,0.001779
Cause (alleged,45,1,1124,0.00089
Cause (alleged,48,5,1124,0.004448
Cause (alleged,52,1,1124,0.00089
Cause (alleged,53,2,1124,0.001779
Cause (alleged,54,1,1124,0.00089
Cause (alleged,56,9,1124,0.008007
Cause (alleged,57,3,1124,0.002669
Cause (alleged,59,1,1124,0.00089
Cause (alleged,60,10,1124,0.008897
Cause (alleged,61,1,1124,0.00089
Cause (alleged,64,4,1124,0.003559
Cause (alleged,65,1,1124,0.00089
Cause (alleged,67,5,1124,0.004448
Cause (alleged,70,1,1124,0.00089
Cause (alleged,75,1,1124,0.00089
Cause (alleged,76,2,1124,0.001779
Cause (alleged,79,1,1124,0.00089
Cause (alleged,81,1,1124,0.00089
Cause (alleged,84,5,1124,0.004448
Cause (alleged,85,1,1124,0.00089
Cause (alleged,91,12,1124,0.010676
Cause (alleged,92,1,1124,0.00089
Cause (alleged,93,9,1124,0.008007
Cause (alleged,95,1,1124,0.00089
Cause (alleged,98,1,1124,0.00089
Cause (alleged,99,3,1124,0.002669
Cause (alleged,100,12,1124,0.010676
Cause (alleged,101,1,1124,0.00089
Cause (alleged,106,1,1124,0.00089
Cause (alleged,109,1,1124,0.00089
Cause (alleged,111,6,1124,0.005338
Cause (alleged,124,1,1124,0.00089
Cause (alleged,132,1,1124,0.00089
Cause (alleged,136,1,1124,0.00089
Cause (alleged,148,1,1124,0.00089
Cause (alleged,150,4,1124,0.003559
Cause (alleged,163,12,1124,0.010676
Cause (alleged,165,6,1124,0.005338
Cause (alleged,167,4,1124,0.003559
Cause (alleged,168,1,1124,0.00089
Cause (alleged,181,1,1124,0.00089
Cause Blisters And Abrasions,10,2,2,1.0
Cause Hypo Or Hyper Thyroidism Respectively In Rams As A Result Of,41,1,1,1.0
Cause Less Trouble Than The Nitrogen Free Extract Of Some Oil Cakes,49,1,1,1.0
Cause Nasty Cuts With Ropes And Chains,10,1,1,1.0
Cause Nearly All The Mischief,12,1,1,1.0
Cause Of Admission Into Hospital,0,1,1,1.0
"Cause Pustules, Ulcers And Dermatitis",0,1,1,1.0
Cause Tendency To,2,1,1,1.0
Cause When Serum Complement Is Present Than When It Is Absent,0,1,1,1.0
Caused,0,165,382,0.431937
Caused,1,19,382,0.049738
Caused,2,6,382,0.015707
Caused,3,33,382,0.086387
Caused,4,69,382,0.180628
Caused,5,1,382,0.002618
Caused,6,5,382,0.013089
Caused,7,1,382,0.002618
Caused,10,1,382,0.002618
Caused,16,1,382,0.002618
Caused,18,4,382,0.010471
Caused,19,4,382,0.010471
Caused,22,5,382,0.013089
Caused,23,11,382,0.028796
Caused,24,2,382,0.005236
Caused,29,1,382,0.002618
Caused,30,4,382,0.010471
Caused,31,14,382,0.036649
Caused,32,3,382,0.007853
Caused,35,15,382,0.039267
Caused,49,1,382,0.002618
Caused,53,1,382,0.002618
Caused,60,5,382,0.013089
Caused,61,1,382,0.002618
Caused,71,2,382,0.005236
Caused,84,1,382,0.002618
Caused,98,1,382,0.002618
Caused,100,2,382,0.005236
Caused,131,1,382,0.002618
Caused,167,2,382,0.005236
Caused,168,1,382,0.002618
Caused A Fair Proportion Of The General Mortality,0,2,2,1.0
Caused A Fairly Rapid Rise From The Very First Day,0,1,1,1.0
"Caused A Fluidity Of The Blood, Sometimes Amounting To Complete Loss Of",23,1,1,1.0
Caused A Larger Number Of Illnesses Than In,22,1,1,1.0
Caused A Loss Of Percentage Of Success,21,1,1,1.0
Caused A Lowering Of The General Stamina Of The Population And A,0,1,1,1.0
Caused A Precipitum With,23,1,1,1.0
Caused A Severe And Fatal Attack Of The Disease,0,1,1,1.0
Caused A Single Death Or Paralysis,6,1,1,1.0
Caused A Transient Acceleration And Then A Slowing,184,1,1,1.0
Caused A Transient Acceleration And Then A Slowing Till The 5th Minute,184,1,1,1.0
Caused Accidentally,10,1,1,1.0
Caused Admissions And Deaths,0,2,3,0.666667
Caused Admissions And Deaths,4,1,3,0.333333
Caused Admissions Into Hospital,0,1,3,0.333333
Caused Admissions Into Hospital,3,2,3,0.666667
Caused Admissions To Hospital,88,1,1,1.0
Caused An Acceleration,184,1,1,1.0
Caused An Immediate Slowing Of The Rate And Diminution Of,184,1,1,1.0
Caused An Increase Of Sickness And Mortality Among The Men Employed On,4,1,1,1.0
Caused Attacks And Deaths,1,2,2,1.0
Caused Blanched Lips,0,1,1,1.0
Caused Blistering Of The Skin,0,1,1,1.0
Caused By,0,239,770,0.31039
Caused By,1,26,770,0.033766
Caused By,2,29,770,0.037662
Caused By,3,71,770,0.092208
Caused By,4,32,770,0.041558
Caused By,5,3,770,0.003896
Caused By,6,4,770,0.005195
Caused By,7,10,770,0.012987
Caused By,9,4,770,0.005195
Caused By,10,11,770,0.014286
Caused By,11,5,770,0.006494
Caused By,12,6,770,0.007792
Caused By,14,46,770,0.05974
Caused By,15,78,770,0.101299
Caused By,16,2,770,0.002597
Caused By,17,1,770,0.001299
Caused By,18,4,770,0.005195
Caused By,19,4,770,0.005195
Caused By,22,9,770,0.011688
Caused By,23,7,770,0.009091
Caused By,25,2,770,0.002597
Caused By,26,2,770,0.002597
Caused By,28,3,770,0.003896
Caused By,29,45,770,0.058442
Caused By,30,2,770,0.002597
Caused By,31,1,770,0.001299
Caused By,32,22,770,0.028571
Caused By,34,1,770,0.001299
Caused By,35,3,770,0.003896
Caused By,38,1,770,0.001299
Caused By,39,4,770,0.005195
Caused By,41,1,770,0.001299
Caused By,42,1,770,0.001299
Caused By,46,4,770,0.005195
Caused By,47,4,770,0.005195
Caused By,50,2,770,0.002597
Caused By,51,1,770,0.001299
Caused By,53,1,770,0.001299
Caused By,54,11,770,0.014286
Caused By,60,6,770,0.007792
Caused By,64,2,770,0.002597
Caused By,65,1,770,0.001299
Caused By,66,5,770,0.006494
Caused By,67,9,770,0.011688
Caused By,71,5,770,0.006494
Caused By,76,1,770,0.001299
Caused By,77,2,770,0.002597
Caused By,79,1,770,0.001299
Caused By,83,3,770,0.003896
Caused By,84,1,770,0.001299
Caused By,90,1,770,0.001299
Caused By,93,1,770,0.001299
Caused By,97,1,770,0.001299
Caused By,98,1,770,0.001299
Caused By,100,4,770,0.005195
Caused By,109,2,770,0.002597
Caused By,111,2,770,0.002597
Caused By,126,1,770,0.001299
Caused By,129,11,770,0.014286
Caused By,136,3,770,0.003896
Caused By,163,3,770,0.003896
Caused By,167,1,770,0.001299
Caused By,168,1,770,0.001299
Caused By Ankylostomiasis,4,1,1,1.0
Caused By Bite,4,1,1,1.0
Caused By Closing The Returns On The St Of March And The,0,1,1,1.0
Caused By Diffusion Of Some Spirit Into The Eyes And The Nasal,60,2,2,1.0
Caused By Famine,29,1,1,1.0
Caused By Filaria Haemorrhagica,0,1,1,1.0
Caused By Issue Of,0,1,1,1.0
Caused By Lice-borne,111,1,1,1.0
Caused By Malarious Fevers And Bowel Complaints,4,2,2,1.0
Caused By One Group Are To Be Noted At P.M. On The,0,1,1,1.0
Caused By Payment For House-rent,37,1,1,1.0
Caused By Schistosome Ova,31,1,1,1.0
Caused By The,18,1,1,1.0
Caused By The Belief Entertained By The People In The Truth Of,0,1,1,1.0
Caused By The Impurity Of,6,1,1,1.0
Caused By The More Effective Lashing Of The Tail,0,1,1,1.0
Caused By The Opening Of An Abscess About The Neck Of The,26,1,1,1.0
Caused By The Payment Of A Large Amount As Rates And Taxes,13,1,1,1.0
Caused By The Return Of Pilgrims From Benares And Pra G,0,1,1,1.0
Caused By The Same Organism As,30,1,1,1.0
Caused By Them In,0,1,1,1.0
Caused By Unconscious Complexes,29,1,1,1.0
Caused By Very Dirty State Of The Court-yard Of Their Hut,0,1,1,1.0
Caused By Violence From Without,76,1,1,1.0
Caused Calamity,0,1,1,1.0
Caused Charbon And Death,38,1,1,1.0
Caused Chiefly By,43,1,1,1.0
Caused Clotting Of The Blood,0,1,1,1.0
Caused Collapse And Death Of,0,1,1,1.0
Caused Considerable Anxiety Regarding The Safety Of The Troops,0,1,1,1.0
Caused Considerable Loss To Cultivators In Ranchi And Palaman Where The Disease,0,1,1,1.0
Caused Considerable Uneasiness In Darjeeling,10,3,3,1.0
Caused Deaths Before Dr. Crofts Arrival,88,1,1,1.0
Caused Deaths In Hospital,0,2,2,1.0
Caused Deaths In The Larkana And Sukkur Districts,52,1,1,1.0
Caused Deaths Of Horses And Donkeys,0,4,4,1.0
Caused Decrease In Excretion Of Urea,24,1,1,1.0
Caused Decrease In Population,1,2,2,1.0
Caused Destruction Of Red Blood Corpuscles,23,1,1,1.0
Caused Discomfort And Inconvenience,19,1,1,1.0
Caused Discomfort To,0,1,1,1.0
"Caused Disease, But Not In A Single Instance Did The Result Of",12,1,1,1.0
Caused Disturbance Of The Digestive Organs,0,2,2,1.0
Caused Drooping,5,1,1,1.0
Caused Feeling Of,3,1,1,1.0
Caused Floods,13,1,4,0.25
Caused Floods,19,3,4,0.75
Caused Fourteen Admissions And Six Deaths Against Thirty-one Admis -sions And Seven,0,1,1,1.0
Caused From,4,1,1,1.0
Caused From Taking Excessive Quantities All At Once,14,1,1,1.0
Caused Generalisation Of The Disease,6,1,1,1.0
Caused Gradually,2,1,1,1.0
Caused Great Mortality,0,2,2,1.0
Caused Havoc Among The Poultry,6,1,1,1.0
Caused High Mortalities Among Cattle And Buffaloes Also In Patna And Gaya,0,1,1,1.0
Caused Imbalance,0,1,1,1.0
Caused In,0,4,4,1.0
Caused In The Health Of,81,1,1,1.0
Caused Inconvenience,3,1,1,1.0
Caused Irritation Of,18,1,1,1.0
Caused Little Pain By Its Use,21,1,1,1.0
Caused Local And Thermal Reaction,7,1,1,1.0
Caused More Admissions Per Of Strength At Nasirabad Than At Any Other,0,2,2,1.0
Caused More Severe Sensation Of Cold And Shivering Than Usual,32,2,2,1.0
Caused Mortality From This Pest,0,1,1,1.0
"Caused Mortality There Is Unknown, But Or Deaths Occurred In The Miri",0,1,1,1.0
Caused Much Anxiety,9,1,1,1.0
Caused Partly By,86,1,1,1.0
Caused People To Give Information To Municipal Authorities,1,1,1,1.0
Caused Scarcity Of Men,1,1,1,1.0
Caused Serious Inconvenience And Loss During The Last War,0,1,1,1.0
Caused Severe Debility,22,1,1,1.0
"Caused Severe Mortality In Patna, Cuttack And Ranchi",87,1,1,1.0
Caused Simple Fracture Of The Thigh,18,1,1,1.0
Caused Slowing In,0,1,1,1.0
Caused Slowing Of The Rate And Increase Of The Amplitude From The,184,1,1,1.0
Caused Struggling And Venous Congestion,98,1,1,1.0
Caused The Admission Of,12,1,1,1.0
"Caused The Death Of His Father, Grandmother, Brother, And Three Sisters",135,1,1,1.0
Caused The Deaths Of Every Equine In The Villages,0,2,2,1.0
"Caused The Deaths Of Horses, Donkeys, And Camels",0,2,2,1.0
Caused The Distribution Of Fibre-length In The Particular Samples To Exhibit Marked,27,1,1,1.0
Caused The Largest Number Of Admissions To Hospital,153,1,1,1.0
Caused This Unfavourable Result,12,1,1,1.0
Caused To Bite,23,1,1,1.0
Caused To Evacuate The Place And Go Into The Open Fields,1,1,1,1.0
Caused To Migrate From,0,1,1,1.0
Caused Trouble From Helminths,0,1,1,1.0
Caused Two Times As Much Change In The Diameter Of The Thyroid,41,1,1,1.0
Caused Violent General Convulsions And Death Within The Course Of Aim Minutes,23,1,1,1.0
Caused Vomiting And Purging,0,1,1,1.0
Caused_by,26,1,2,0.5
Caused_by,128,1,2,0.5
Causes A Fall In The Mean Blood-pressure,0,1,1,1.0
Causes A Gradual Fall In The Blood-pressure,0,1,1,1.0
