relation,topic,count,total,prop,count_global
Died Uninoculated In Course Of,0,3,3,1.0,3.0
Died Uninoculated In Course Of Outbreak,0,3,3,1.0,3.0
Died Uninoculated In Course Of Outbreaks,0,2,2,1.0,3.0
Died While Under Test,13,1,1,1.0,1.0
Died Whilst Proceeding On Furlough A Few Miles From Mardan,0,1,1,1.0,1.0
Died With Severe Local Reactions In The Muscles And Connective Tissues,0,1,1,1.0,1.0
Died Within A Few Days From The Effects Of The Red Orpiment,18,1,1,1.0,1.0
Died Within A Short Time,63,2,2,1.0,2.0
Died Within Days Without Showing The Organisms,0,1,1,1.0,1.0
Died Within Thirteen Days Of His Arrival,0,1,1,1.0,1.0
Died Without Inoculation In,0,1,1,1.0,1.0
Died Without Inoculation In The Course Of Outbreak,0,1,1,1.0,1.0
Died Without Inoculation Incourse Of Outbreaks,0,1,1,1.0,1.0
Died Without The Slightest Attempt At Re-action,0,1,1,1.0,1.0
Dies In A Few Days As A Rule Completely,0,1,1,1.0,1.0
Dies Of Starvation,0,1,1,1.0,1.0
"Diet With Different Dals, Wheat Ata, Vegetables",0,1,1,1.0,1.0
Differ As Regards Stamens From,16,1,1,1.0,1.0
Differ From The Endemic Disease,0,1,1,1.0,1.0
Differ In Structure Entirely From Those Of Insects,0,1,1,1.0,1.0
Differ Widely From The Pure Sindhi In Their Love Of Horses,0,1,1,1.0,1.0
Difference Between,0,85,102,0.833333,192.0
Difference Between Column And,0,1,1,1.0,1.0
Difference In Mortality Between The Bath And Other Methods Practically Does Not,0,1,1,1.0,1.0
Difference In Refractive Indices,0,1,1,1.0,1.0
Difference In The Carbohydrate Fermentation,0,1,1,1.0,1.0
Difference In The Feeding Values Of Various Pastures Is To Be Found,0,1,1,1.0,1.0
"Difference Of Per Cent Lesser Storage In The Former, Being Due To",0,1,1,1.0,1.0
Difference Of Plant And Machinery In Store,0,1,1,1.0,1.0
Difference Of Raw Materials In Store,0,1,1,1.0,1.0
Differences In The Absorbability Of The Protein Of These Food-stuffs Would Not,0,1,1,1.0,1.0
Differences In The Relative Positions Of The Gonads,0,1,1,1.0,1.0
Differences In The Type,0,1,1,1.0,1.0
Different Sources Showed,0,1,1,1.0,1.0
Differentiate Between,0,1,1,1.0,1.0
Differentiated By,0,1,1,1.0,1.0
Differentiated By The Oxydase Reaction,0,1,1,1.0,1.0
Differentiated From,0,3,3,1.0,4.0
Differentiated In,0,1,1,1.0,2.0
Differentiates Between,1,3,3,1.0,3.0
Differentiates From,0,1,1,1.0,1.0
Differentiates This Condition From,0,1,1,1.0,1.0
Differentiating Anchylostomiasis From,0,1,1,1.0,1.0
Differentiation Between,0,1,1,1.0,1.0
Differs In Degree Of Effect From Ganja-smoking And Drinking Bhang,0,1,1,1.0,1.0
Difficult To Account For Unless Such Organisms Are Causally Related To Morbid,0,1,1,1.0,1.0
Difficult To Stop In Same Doses As,0,1,1,1.0,1.0
Difficulty Is To Get Evidence Sufficient For Their Conviction,0,1,1,1.0,1.0
Difficulty Kept Clean,0,1,1,1.0,1.0
Diffuse Itself Over A Considerable Portion Of Its Area,0,1,1,1.0,1.0
Diffused By,0,1,1,1.0,1.0
Diffused More Deeply Into,0,1,1,1.0,1.0
Diffused Through The Agar,0,1,1,1.0,1.0
Diffusive Action Of,0,1,1,1.0,1.0
Digest With Frequent Agitation For,0,1,1,1.0,1.0
Digested Almost At The Same Rate As,11,1,1,1.0,1.0
Digested Almost To The Same Extent,11,1,1,1.0,1.0
Digested During Periods Of Observation After Unsuccessful Inoculation With The Hæmatozoon Of,20,1,1,1.0,
Digested During The Whole Period,20,1,1,1.0,1.0
Digested During Whole Period,20,5,5,1.0,5.0
Digestibility Co-efficient For Paddy Straw Has Been In Agreement By Both The,11,1,1,1.0,1.0
Digestibility Co-efficients Of Crude Protein Are Similar To,11,1,1,1.0,1.0
"Digesting The Entomostracan, Liberate The Matured Larvæ Male And Female",0,1,1,1.0,1.0
Digestion Of Organic Nutrients In Fodders In Which Lime Content Is Either,0,1,1,1.0,1.0
Digital Dilatation And Craniotomy,0,1,1,1.0,1.0
Dilatation Of,0,3,3,1.0,10.0
Dilatation Of The Pupils,0,1,1,1.0,1.0
Dilated And Containing A Clot Or Very Dark Non-coagulated Blood,0,1,1,1.0,1.0
Dilates The Pupil,0,1,1,1.0,1.0
Dilute Hcl Added And Heated On Water Bath,0,1,1,1.0,1.0
Diluted,0,2,2,1.0,2.0
Diluted Times,0,1,1,1.0,2.0
Diluted Up To The Proper Limits,0,1,1,1.0,1.0
Diluted With,0,5,5,1.0,10.0
Dilution,0,1,1,1.0,1.0
Dilution With,0,1,1,1.0,1.0
Dilution With An Equal Volume Of Water Decreased The Titratable Acidity,0,1,1,1.0,1.0
Diminish Or Suppress Action Of,0,1,1,1.0,1.0
Diminish The Risk Of Death In Case An Attack Occurs,0,1,1,1.0,1.0
Diminished,0,3,4,0.75,11.0
Diminished And Have Now Ceased,0,1,1,1.0,1.0
Diminished At,0,1,1,1.0,1.0
Diminished By,0,3,5,0.6,7.0
Diminished By Per Cent,5,1,1,1.0,1.0
Diminished From,0,1,1,1.0,1.0
Diminished In,0,2,2,1.0,4.0
Diminished In Size,0,1,1,1.0,1.0
Diminished Much In Size,0,1,1,1.0,1.0
Diminished Part Passu With The Fall Of,0,1,1,1.0,1.0
Diminished Prevalence Of Autumnal Fever During The Season Of,6,1,1,1.0,1.0
Diminishes Agricultural Worth,0,1,1,1.0,1.0
Diminishes In Size,0,1,1,1.0,1.0
Diminishes Infectivity When Preserved In,0,1,1,1.0,1.0
Diminishes The Liability To Death,0,1,1,1.0,1.0
Diminishes Toxicity Of,0,1,1,1.0,1.0
Diminishes Very Slowly,0,1,1,1.0,1.0
Diminution In Sickness And Mortality As Compared With The Previous Years,0,1,1,1.0,1.0
Diminution Of The Granules In The Body Of The Monads,0,1,1,1.0,1.0
Dipped In Strong Phenyle Solution,0,1,1,1.0,1.0
Dipping For Minutes In Solutions Of Per Cent Cetylthrimethyl Ammonium Bromide (cetavlon,0,1,1,1.0,
Dipping For Minutes In Solutions Of Per Cent Chlorometa Xylenol (dettol) Heated,0,1,1,1.0,1.0
Dipping For Minutes In Solutions Of Per Cent Of Per Cent Sodium,0,1,1,1.0,1.0
Dipping For Minutes In Solutions Of Per Cent Sodium Salt Of Paratoluesulphono-chloramide,0,1,1,1.0,
Dips,1,1,1,1.0,1.0
Direct Compression Causes Rise Of Pressure,0,1,1,1.0,1.0
Direct Correspondence With,0,1,1,1.0,1.0
Direct Effect On Death Rate Is Small,0,1,1,1.0,1.0
Direct Implantation On,0,1,1,1.0,1.0
Direct Introduction Of Vapour Into,0,1,1,1.0,1.0
Direct Proportion To,0,1,1,1.0,2.0
Direct Reference To,0,1,1,1.0,1.0
Direct Relation To,0,1,1,1.0,1.0
Direct Relation With,0,1,1,1.0,1.0
Direct The Commander To Prohibit,0,1,1,1.0,1.0
"Direct The Commander To Prohibit, During The Period For Which The Vessel",0,1,1,1.0,1.0
Directed Against,0,1,1,1.0,3.0
Directed Attention To The Presence Of,0,1,1,1.0,1.0
Directed By,0,1,1,1.0,2.0
Directed That,0,1,1,1.0,1.0
"Directed To Be New Liped With Cow-dung, In The Absence Of Whitewash",0,1,1,1.0,1.0
Directed To Follow,0,1,1,1.0,1.0
Directed To Report Themselves For Inspection At The Regimental Hospital Previous To,0,1,1,1.0,
Directed To The Right,0,1,1,1.0,1.0
Directed Up - W A R D S,0,1,1,1.0,1.0
Directly Attributable To,0,1,1,1.0,1.0
Directly Injected Into The General Circulation,0,1,1,1.0,1.0
Directly Proportional To,0,1,1,1.0,3.0
Directly Proportional To The Number Of Neutrophils In The Smear,0,1,1,1.0,1.0
Directly Responsible To,0,1,1,1.0,1.0
Director Of,0,1,1,1.0,1.0
"Director Of Public Health, The Chief Engineer, Public Health Department, And The",47,1,1,1.0,1.0
Director Returned From Leave,0,91,101,0.90099,189.0
Directs Evacuation To Temporary Settlement,0,1,1,1.0,1.0
"Directs It In Dragging, Pushing Of Timber",0,1,1,1.0,1.0
Dirty Greenish Colour,0,1,1,1.0,1.0
Disagreed With,0,1,1,1.0,1.0
"Disappear Entirely From The Punjab During The Winter, And Do Not Return",0,1,1,1.0,1.0
Disappear Or Die Off During The Winter But Some Larvæ Of This,0,1,1,1.0,1.0
Disappearance Of Suspended Matter And A Tenfold Reduction In The Fœcal Germs,0,1,1,1.0,1.0
Disappeared Altogether After A Sudden Increase In Their Numbers About The Th,0,1,1,1.0,1.0
Disappeared For Seven Days,0,1,1,1.0,1.0
Disappeared From Infected Villages,0,1,1,1.0,1.0
Disappeared From The Centre Of The City,0,1,1,1.0,1.0
Disappeared From The Circulation For Nine Days,0,1,1,1.0,1.0
Disappointing,0,2,2,1.0,4.0
Disappointing To Find Relatively Little Improvement In,0,1,1,1.0,1.0
Discharge In Fæces,0,1,1,1.0,1.0
Discharge Of Gas Manifests Itself From The End Of The Laminar Portion,0,1,1,1.0,1.0
Discharged,0,81,118,0.686441,255.0
Discharged And Made Over To,19,1,1,1.0,1.0
Discharged As Being Not Insane,3,1,1,1.0,1.0
Discharged During The Year,3,1,1,1.0,3.0
Discharged During The Year Under Review From All Causes,9,1,1,1.0,1.0
Discharged From Hospital,0,1,1,1.0,1.0
Discharged On Parole In,0,2,2,1.0,2.0
Discharged Otherwise Than By Death During The Year,3,4,4,1.0,4.0
Discharged Patients To The Care Of Their Relations,0,1,1,1.0,1.0
Discharged Sane And Fit To Stand His Trial,0,1,1,1.0,1.0
Discharged To Duty,0,1,1,1.0,2.0
Discharged To Stand His Trial,3,2,3,0.666667,3.0
Discharged To Stand His Trial At Cawnpore And After Acquittal Was Readmitted,3,1,1,1.0,1.0
Discharged To Work,0,1,1,1.0,1.0
Discharged Without Relief,0,1,1,1.0,1.0
Discharges,0,2,4,0.5,8.0
"Discharges, Etc., Of",3,1,1,1.0,1.0
Discharging Pus,0,1,1,1.0,1.0
Disclose,62,1,1,1.0,1.0
Disclosed Certain Structural And Sanitary Defects In,0,1,1,1.0,1.0
Discloses,0,1,1,1.0,1.0
Discomfort Is Inconsiderable,0,1,1,1.0,1.0
Discourage Funeral Or Marriage Feasts,0,148,152,0.973684,241.0
Discover A Case Of,0,1,1,1.0,1.0
Discover Sufficient Chemical Difference In The Protein And Starch-equivalent Values Of The,0,1,1,1.0,
Discovered,0,2,2,1.0,12.0
Discovered Among The Persons Examined On Shore,0,1,1,1.0,1.0
Discovered And Immediate Action Taken On,0,1,1,1.0,1.0
Discovered At,0,1,1,1.0,1.0
Discovered At This Post,0,1,1,1.0,2.0
Discovered By,0,9,9,1.0,13.0
"Discovered By Dutch Physicians (jacobs) In Java, Guinea And New Guiana",0,3,3,1.0,3.0
Discovered By Hansen,0,1,1,1.0,1.0
Discovered By Means Of,0,1,1,1.0,1.0
Discovered By Residents,0,2,2,1.0,2.0
Discovered Due To,0,1,1,1.0,1.0
Discovered In,0,10,10,1.0,26.0
Discovered In This Country,0,1,1,1.0,1.0
Discovered In Varying Numbers,62,1,1,1.0,1.0
Discovered On,6,1,1,1.0,2.0
Discovered On The Th October,0,1,1,1.0,1.0
Discovered Presence Of,0,1,1,1.0,1.0
Discovered Was Due To The Soldiers Connection With Unregistered Women,57,1,1,1.0,1.0
"Discovered Who Had Been Previously Vigorous And Apparently Healthy, But Who Was",23,1,1,1.0,1.0
Discovery Of,0,5,5,1.0,6.0
Discovery Related To,0,1,1,1.0,1.0
Discriminated From,0,2,2,1.0,2.0
Discussed,0,1,1,1.0,1.0
Discussed At,0,2,2,1.0,2.0
Discussed At The Last Conference,0,1,1,1.0,1.0
Discussed By The Epidemiological Society Of London,0,1,1,1.0,1.0
Discussed From The Practical Point Of View,0,1,1,1.0,1.0
Discussed In Relation To,0,1,1,1.0,1.0
Discusses,0,1,1,1.0,1.0
Disease,0,356,424,0.839623,748.0
Disease Broke Out In May And Lasted Till The End Of June,0,1,1,1.0,1.0
Disease Broke Out In The Town Of Dhulia On The Th April,0,1,1,1.0,1.0
Disease Continued To Spread Until It Reached Its Height In September And,0,1,1,1.0,1.0
Disease Had Died Out Before His Visits To The Places Of Occurrence,0,1,1,1.0,1.0
Disease Has Completely Died Out In,0,1,1,1.0,1.0
Disease Of Heart,0,70,75,0.933333,122.0
Disease Returned In,0,1,1,1.0,1.0
Disease Spread From,0,1,1,1.0,1.0
Disease Spread Like A Flood In,0,1,1,1.0,1.0
Disease Was Most Prevalent In Eastern Bengal And Assam,1,1,1,1.0,1.0
Diseased To Be Detained In Lock Hospital,0,1,1,1.0,1.0
Diseased Women Were Suspected Of Removing Their Names From The Register To,0,1,1,1.0,1.0
Diseases Due To Diserers Of Nutrition Or Mentalism,0,1,1,1.0,1.0
Diseases Have A Decrease This Year,0,1,1,1.0,1.0
Diseases Of The Circulatory System,0,1,1,1.0,3.0
Diseases Of The Cutaneous System,0,91,97,0.938144,155.0
Diseases Of The Urinary And Generative System,0,161,180,0.894444,289.0
Diseases Of Which The Pathological Basis Is Not Known,0,1,1,1.0,1.0
Disembarked At,0,1,1,1.0,1.0
Disinclined To Move,0,1,1,1.0,1.0
Disinfectants For The Bubonic Microbe,29,1,1,1.0,1.0
Disinfected By Boiling,12,1,1,1.0,1.0
Disinfected By The Health Officer And Pumped Out By The Commander After,0,1,1,1.0,1.0
Disinfected On Shore,0,1,1,1.0,1.0
Disinfection Of Such Property When Belonging To Third Class Passengers Only,0,1,1,1.0,1.0
Disinfection On Shore,0,1,1,1.0,1.0
Disinfection Was Not An Easy One,0,1,1,1.0,1.0
Disintegration And Softening Appears To Be A Lesion,0,1,1,1.0,1.0
Disintegration Of The Muscle Fibres And Infiltration With Mono-nuclear Plasma And Inflammatory,0,1,1,1.0,
Disinter And Drag About,0,1,1,1.0,1.0
Dislocated,0,1,1,1.0,1.0
Dislocation Of The,0,2,2,1.0,2.0
Dislocation Reduced,0,4,4,1.0,4.0
Dismantled Owing To Its Moth-eaten Condition And Never Having Been Required,0,1,1,1.0,1.0
Dismissed During The Year,0,1,1,1.0,1.0
Dismissed For Gross And Continued Neglect Of Duty,0,1,1,1.0,1.0
Dismissed For Neglect Of Duty,0,1,1,1.0,1.0
Disobeyed,0,1,1,1.0,1.0
Disorder Of,0,2,2,1.0,2.0
Disorder Of The Intellect Characterised By Loss Or Feebleness Of The Mental,0,1,1,1.0,1.0
Disorder Of The Intellect With Excitement,0,1,1,1.0,1.0
Disorders Of Nutrition Or Metabolism,0,1,1,1.0,1.0
Disorganised By,0,1,1,1.0,1.0
Dispensaries Have Each A Peon,4,1,1,1.0,1.0
Dispensaries On Other Works Whether Paid From Provincial Or Local Funds,0,1,1,1.0,1.0
Dispensary Vaccination,14,3,3,1.0,7.0
Dispensary Vaccination In,14,6,6,1.0,6.0
Dispensary Vaccination In The,14,8,8,1.0,8.0
Dispensary Vaccination In The Bombay Presidency During The Year Districts,40,1,1,1.0,1.0
Dispensary Vaccination In The Madras Presidency During The Official Year,14,1,1,1.0,1.0
Dispensed With The Services Of,4,1,1,1.0,1.0
Dispensed With Under New Arrangements,0,1,1,1.0,1.0
Disperse,0,1,1,1.0,1.0
Dispersed,0,1,1,1.0,1.0
Dispersed In Their Cytoplasm,0,1,1,1.0,1.0
Displaced From Their Transverse Position To One In Which They Make With,0,1,1,1.0,1.0
Displaced On Account Of Its Intimate Connections With,0,1,1,1.0,1.0
Displacement Backwards,0,1,1,1.0,1.0
Displacing These Drugs To Any Extent,0,1,1,1.0,1.0
Displayed Reaction,0,1,1,1.0,1.0
Displays Personal Interest In,0,1,1,1.0,1.0
Disposed Of By Burning Under The Supervision Of The Police,0,1,1,1.0,1.0
Disposition Of Trabeculae Had Disappeared,0,1,1,1.0,1.0
Disqualification Condition,0,1,1,1.0,1.0
Disqualify The Habitual Criminal,0,1,1,1.0,1.0
Disrepute Because,0,1,1,1.0,1.0
Dissected,0,1,1,1.0,3.0
Dissected And Examined From,0,1,1,1.0,1.0
Dissected And Found To Be Swarming With,0,1,1,1.0,1.0
Dissected And Found To Have,0,1,1,1.0,1.0
Dissected And Identified By,0,1,1,1.0,1.0
Dissected For,0,2,2,1.0,3.0
Dissected Out From,0,1,1,1.0,2.0
Dissemination Of The Disease,0,1,2,0.5,2.0
Dissemination Of The Organisms From The Infected Focus Takes Place So Early,0,1,1,1.0,1.0
Dissolve More Quickly Than The Crystalline Form,15,1,1,1.0,1.0
Dissolved By Isolysins,0,1,1,1.0,1.0
Dissolved In,0,13,16,0.8125,27.0
Dissolved In C.c. Of Sterile Normal Saline Solution And Injected In Dose,43,1,1,1.0,1.0
Dissolved In Glycerine,0,1,1,1.0,1.0
Dissolved In Normal Saline Solution,0,1,1,1.0,1.0
Dissolved In Or Minims Of Normal Saline Solution,15,1,1,1.0,1.0
Dissolved In Water Given As A Drench,11,2,2,1.0,2.0
Dissolves Faster Than,0,1,1,1.0,1.0
Dissolves Readily In,1,1,1,1.0,1.0
Distance,0,2,2,1.0,2.0
Distance Apart,0,1,1,1.0,1.0
Distance Description,0,1,1,1.0,1.0
Distance From,0,1,1,1.0,1.0
"Distance From The Lines Feet, Used By The Purwaris",0,1,1,1.0,1.0
"Distance From The Privy Feet, Used By The Regimental Bazaar People",0,1,1,1.0,1.0
Distance From The Sea-coast,0,1,1,1.0,1.0
Distance Of Flight Rarely If Ever Exceeds,0,1,1,1.0,1.0
Distant Some Yards,0,1,1,1.0,1.0
Distended With Blood,0,1,1,1.0,1.0
Distended With Blood Clots,0,1,1,1.0,1.0
"Distended With Semi-digested Food, And On Section Contains A Quantity Of A",0,1,1,1.0,1.0
Distinct And Regular Rise Of Temperature In The Evening And The Fall,0,1,1,1.0,1.0
Distinct From,0,2,2,1.0,4.0
Distinct From End To End : At Its Upper Extremity It Is,0,1,1,1.0,1.0
Distinction Drawn Between,0,1,1,1.0,1.0
"Distinctly Bitter, It Generally Imparts A Slight Sweetish Taste At First",0,1,1,1.0,1.0
Distinctly High During The Autumnal Months Of The Year,0,1,1,1.0,1.0
"Distinctly Poor, As The Infiltration Gallery Probably Also Suffered As A Result",0,1,1,1.0,1.0
Distinguishable Types Of,0,1,1,1.0,1.0
Distinguished By,1,3,4,0.75,4.0
Distinguished For Its Excellent Quality,0,1,1,1.0,1.0
Distinguished From,0,4,4,1.0,5.0
Distinguished From Other Wounds,66,1,1,1.0,1.0
Distinguishes From,0,1,1,1.0,4.0
Distorted Or Completely Detached From The Basement Membrane,0,1,1,1.0,1.0
Distributed All Over The Chorion,18,1,1,1.0,1.0
Distributed By Suitable Agency And At Selected Localities,0,1,1,1.0,1.0
Distributed Over The Same Areas At A Season When The Miasm Was,0,1,1,1.0,1.0
Distributed Sparsely In The Peripheral Chromatin And Roundabout The Karyosome Which Remained,0,1,1,1.0,
Distributed Through The Agency Of Tea-room Keepers And Small Dealers Generally In,0,1,1,1.0,
Distribution Brought About By Natural Agencies,0,1,1,1.0,1.0
Distribution In Special Relation To The Remains Of Hair-follicles And In The,0,1,1,1.0,1.0
Distribution Influenced By Physical Aspect Of The Country,0,1,1,1.0,1.0
Distribution Of,0,62,78,0.794872,130.0
Distribution Of Service Post Cards To Selected,0,2,2,1.0,2.0
"Distribution Of Vitamin C., Etc., In Common Indian Food-stuffs",0,1,1,1.0,1.0
District Excluding Municipal Towns,0,141,253,0.557312,618.0
Disturbance Of,0,1,1,1.0,1.0
Ditto,0,5,5,1.0,8.0
Ditto Lost,0,105,138,0.76087,267.0
Ditto Of Foreign Bodies,0,1,1,1.0,1.0
Divide By Constriction Into,0,1,1,1.0,1.0
Divided By .to Find The Rate Of Decline Per Month Per,25,1,1,1.0,
Divided Doses Is Of Greater Therapeutic Value Than,15,1,1,1.0,1.0
Divided From The Others By A Neat Partition Of Wicker-work Coated With,0,1,1,1.0,1.0
Divided Into Two Pieces And Aseptically Placed In Pits Made By Removing,0,1,1,1.0,1.0
Divided Transversely,0,1,1,1.0,1.0
Divided Up Into Small Lengths Of Equal Weight,0,1,1,1.0,1.0
Divides Into Two Nearly Equal Segments,0,1,1,1.0,1.0
Dividing Bijapur Taluka Excluding Bijapur City Into,0,1,1,1.0,1.0
Dividing It Into A Series Of Small Segments,0,1,1,1.0,1.0
Division Appears To Take Place After Direct Division Of The Large Chromatin,0,1,1,1.0,1.0
Division Into Quarters Or Divisions For Effective Supervision,0,1,1,1.0,1.0
Division Of Cicatricial Adhesions,0,1,1,1.0,2.0
Division Of Fascia Or Of Aponeurosis-syndesmotomy,0,1,1,1.0,1.0
Division Of The Area Into,0,43,48,0.895833,102.0
Division Results In,0,1,1,1.0,1.0
Division Takes Place In A Manner Described By Nocard And Motas,0,1,1,1.0,1.0
Divisions Of Three Vaccinators,0,1,1,1.0,1.0
Do,0,44,65,0.676923,95.0
Do A Certain Amount Of Private Practice,0,1,1,1.0,1.0
Do Better Without Soothing Drugs Than With Them,0,1,1,1.0,1.0
Do Do Do. Do,0,3,3,1.0,3.0
Do Generally Mix Dhatura With The Drugs,0,1,1,1.0,1.0
Do Good In Laying A Foundation,0,1,1,1.0,1.0
Do Much Towards Keeping The Rat Population At A Low Level With,0,2,2,1.0,2.0
Do Not Allay Hunger,0,2,2,1.0,2.0
Do Not Allow Inoculation To Be Carried Out Until An Outbreak Occurs,0,1,1,1.0,1.0
Do Not Alone Supply All The Necessary Nutrients For Normal Growth In,0,1,1,1.0,1.0
Do Not Always Die From Gradual Emaciation,0,1,1,1.0,1.0
"Do Not Appear Enlarged, But The Capsules Strip Easily",1,1,1,1.0,1.0
Do Not Appear To Be Widely Understood In This District And Segregation,0,1,1,1.0,1.0
Do Not Care For Burma Rice Nearly So Much As,0,1,1,1.0,1.0
Do Not Care To Perform Work For Which They Are Not Paid,0,1,1,1.0,1.0
Do Not Completely Subside Into,0,1,1,1.0,1.0
Do Not Consume,0,1,1,1.0,3.0
Do Not Consume The Drug,0,1,1,1.0,1.0
Do Not Consume These Drugs In Company,0,1,1,1.0,2.0
Do Not Contain These Large Grains,0,1,1,1.0,1.0
Do Not Contaminate The Atmosphere Where,0,1,1,1.0,1.0
Do Not Disperse Promptly,0,1,1,1.0,1.0
Do Not Get Into Bad Repute,0,2,2,1.0,2.0
Do Not Give Intermediates On Crossing With The Long-legged Type,0,1,1,1.0,1.0
Do Not Immediately Dissolve And Disappear,0,1,1,1.0,1.0
Do Not Indicate Any Regular Variation In Length Of Fibres With Either,0,1,1,1.0,1.0
Do Not Know The How And Why Of Such Admixture,0,1,1,1.0,1.0
Do Not Occur In Separate Bundles,0,1,1,1.0,1.0
Do Not Possess An Immunity To,0,1,1,1.0,1.0
Do Not Produce Any Local Favourable Influence,0,2,2,1.0,2.0
Do Not Produce Functioning Gametes,0,1,1,1.0,1.0
Do Not Require To Pass Through A Prolonged Period Of Rest,0,1,1,1.0,1.0
Do Not Show Any Appreciable Resistance To An Artificial Infection With Virulent,0,1,1,1.0,1.0
Do Not Significantly Differ From Each Other In Digestibility,11,3,3,1.0,3.0
"Do Not Use The Earth, But The Toties Are Made Responsible For",0,1,1,1.0,1.0
Do Not Usually Present That Pitted Appearance,0,1,1,1.0,1.0
Do Possess A High Relative Value,0,1,1,1.0,1.0
Do The Actual Work Of Detection,8,1,1,1.0,1.0
Do The Greater Part Of The Hard A B O U R,0,1,1,1.0,1.0
Do Their Best To Delay It Till The Child Is Over A,0,1,1,1.0,1.0
Do Well When Entirely Stall Fed With,23,1,1,1.0,1.0
Do. At Rs. Do. Do,1,1,1,1.0,1.0
Do. Do,0,2,2,1.0,3.0
Do. Do. Deserted,0,1,1,1.0,1.0
Do. Do. Do,0,6,6,1.0,6.0
Do. Do. Expelled,0,1,1,1.0,1.0
Do. Do: Do: Occasionally Serious,0,1,1,1.0,1.0
Do. Of Heart . . . ... ... Do. Of Lungs,0,1,1,1.0,1.0
Do. On 1st Do,0,3,3,1.0,
"Do., At Rs",1,1,1,1.0,1.0
"Do., At Rs. Each Do",1,1,1,1.0,1.0
Do: Do: Do: Not Serious,0,1,1,1.0,1.0
Does Derange Digestion,0,1,1,1.0,1.0
Does Impair The Constitution,0,2,2,1.0,2.0
